Title,Period,Country,Latitude ,Longitude,World Bank Region,Classification,Description,Works per Country
Flower holder with pomegranate,17th - 20th Century,China,35.86166,104.195397,East Asia and Pacific,Hardstone,,1350
Flower holder with floral design,17th - 20th Century,China,35.86166,104.195397,East Asia and Pacific,Hardstone,,1350
Flower holder in the form of pine and bamboo,17th - 20th Century,China,35.86166,104.195397,East Asia and Pacific,Hardstone,,1350
Water jar in the shape of a flower,17th - 20th Century,China,35.86166,104.195397,East Asia and Pacific,Hardstone,,1350
Vase with bird and flowers,17th - 20th Century,China,35.86166,104.195397,East Asia and Pacific,Hardstone,,1350
Flower holder,Date Unknown,Null,,,Null,Hardstone,,
Flower holder,Date Unknown,Null,,,Null,Hardstone,,
Flower holder,Date Unknown,Null,,,Null,Hardstone,,
Cup with a Flower and Bird Scene,17th - 20th Century,China,35.86166,104.195397,East Asia and Pacific,Horn,,1350
Woman Carrying Basket of Flowers (?) with Deer Beside Her,17th - 20th Century,China,35.86166,104.195397,East Asia and Pacific,Horn,,1350
"Illustrated Six-Character Poems of the Tang Dynasty, one volume of Eight Kinds of Painting Manuals (vol. 1); Illustrated Poems of Plants and Flowers, one volume of Eight Kinds of Painting Manuals (vol. 2)",14th - 17th Century,China,35.86166,104.195397,East Asia and Pacific,Illustrated Books,,1350
Examples of the Flower Arrangement (Meiji shinsen risshō senkashiki)  明治新撰千花式,19th - 20th Century,Japan,36.204824,138.252924,East Asia and Pacific,Illustrated Books,,1374
"A Book on Flower Arrangement: Hare's-Foot Fern, Vols. 2 and 3",17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Illustrated Books,,1374
Book of Humorous Poems on the Cherry Flower and the Maple Leaves,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Illustrated Books,,1374
True Depictions of Bird and Flower Pictures (Kachōe shashin zui) 花鳥写真図彙; 花鳥写真図会(かちょうえ しゃしん ずえ),17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Illustrated Books,,1374
Collection of Flower Brocades (Kinkashū) 錦花集; 上京帰路待請狂歌錦花集(じょうきょう きろ まちうけ きょうか きんかしゅう)  ; 東海道 狂歌錦花集(とうかいどう きょうか きんかしゅう),17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Illustrated Books,,1374
"One Hundred Comic Poems of the Flower, One of the Three Friends, Tsuki, the Moon, Yuki, the Snow, and Hana, the Flower",17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Illustrated Books,,1374
Birds and Flowers,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Illustrated Books,,1374
"Picture Book: Flowers Yet to be Picked, Vol. 1",17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Illustrated Books,,1374
How to Draw Plants and Flowers Simply (Sōka ryakugashiki) 草花略画式,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Illustrated Books,,1374
Picture Album of Birds and Flowers (Kachō gafu) 華鳥画譜,19th - 20th Century,Japan,36.204824,138.252924,East Asia and Pacific,Illustrated Books,,1374
"Picture Book of Snow, Moon, and Flowers (Ehon setsugekka) 絵本雪月花; 絵本倭文庫(えほんやまとぶんこ)",17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Illustrated Books,,1374
Picture Book on Flowers of the Four Seasons (Ehon shiki no hana) 絵本四季花,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Illustrated Books,,1374
Album of Birds and Flowers and Other Subjects,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Illustrated Books,,1374
Seitei’s Bird-and-Flower Painting Manual (Seitei kachō gafu),19th - 20th Century,Japan,36.204824,138.252924,East Asia and Pacific,Illustrated Books,,1374
Album of Flowers and the Moon (Kagetsu jō) 花月帖,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Illustrated Books,,1374
Album of Flowers and the Moon (Kagetsu jō) 花月帖,19th - 20th Century,Japan,36.204824,138.252924,East Asia and Pacific,Illustrated Books,,1374
Picture Book of Flowers of the Four Seasons (Ehon shiki no hana),17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Illustrated Books,,1374
A Collection of Lively Sketches [Of Flowers and Insects] of the Ming Dynasty (Minchō shiken) 明朝紫硯,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Illustrated Books,,1374
Picture Album of Birds and Flowers (Seitei Kachō gafu)  省亭花鳥画譜,19th - 20th Century,Japan,36.204824,138.252924,East Asia and Pacific,Illustrated Books,,1374
Seitei’s Birds and Flowers Painting Manual,19th - 20th Century,Japan,36.204824,138.252924,East Asia and Pacific,Illustrated Books,,1374
A Flowery Mirror of Beautiful Women (Bijin ryōka shū) 美人菱花集,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Illustrated Books,,1374
Examples of Sketches of Flowers,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Illustrated Books,,1374
"Shibai nendai ki: Hana no Edo kabuki. Vol. 1 (theater chronicle, the flowering of Edo 
Kabuki maiko chronology)",Date Unknown,Null,,,Null,Illustrated Books,,
"Hana Edo kabuki nendai ki, Vol. 2 (record of the flowering of Edo Kabuki)",Date Unknown,Null,,,Null,Illustrated Books,,
"Shibai nendai ki: Hana no Edo kabuki. Vol. 2 (theater chronicle, the flowering of Edo 
Kabuki maiko chronology)",Date Unknown,Null,,,Null,Illustrated Books,,
"Shibai nendai ki: Hana no Edo kabuki. Vol. 3 (theater chronicle, the flowering of Edo 
Kabuki maiko chronology)",Date Unknown,Null,,,Null,Illustrated Books,,
"Shibai nendai ki: Hana no Edo kabuki. Vol. 5 (theater chronicle, the flowering of Edo 
Kabuki maiko chronology)",Date Unknown,Null,,,Null,Illustrated Books,,
"Hana Edo kabuki nendai ki, Vol. 1 (record of the flowering of Edo Kabuki)",Date Unknown,Null,,,Null,Illustrated Books,,
"Shibai nendai ki: Hana no Edo kabuki. Vol. 4 (theater chronicle, the flowering of Edo 
Kabuki maiko chronology)",Date Unknown,Null,,,Null,Illustrated Books,,
"Shibai nendai ki: Hana no Edo kabuki. Vol. 6 (theater chronicle, the flowering of Edo 
Kabuki maiko chronology)",Date Unknown,Null,,,Null,Illustrated Books,,
Gathering Flowers Academy,20th Century,China,35.86166,104.195397,East Asia and Pacific,Ink,,1350
Inrō with Flower Roundels,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Inrō,,1374
"Inrō with Scattered Musical Instruments, Theatrical Implements, and Flowers",19th - 20th Century,Japan,36.204824,138.252924,East Asia and Pacific,Inrō,,1374
Metal Inrō with Flower Medallions,17th - 20th Century,Japan,36.204824,138.252924,East Asia and Pacific,Inrō,,1374
Inrō with Basket of Spring Flowers (obverse); Basket of Autumn Flowers (reverse),17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Inrō,,1374
Case (Inrō) with Design of Young Woman with Flower Basket of Plum Blossoms (obverse); Four Large Characters (reverse),17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Inrō,,1374
Case (Inrō) with Design of Monkey on Background of Flowers (obverse); Flowering Scrolls (reverse),17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Inrō,,1374
Case (Inrō) with Design of Flowering Plants,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Inrō,,1374
Case (Inrō) with Design of Flowers and Grasses,17th - 20th Century,Japan,36.204824,138.252924,East Asia and Pacific,Inrō,,1374
Case (Inrō) with Design of Autumn Flowers,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Inrō,,1374
Case (Inrō) with Design of Pheasant on Rocks beside Flowering Azalea,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Inrō,,1374
"Case (Inrō) with Design of Rooster, Hen and Chicks beside Flowering Chrysanthemums",17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Inrō,,1374
Case (Inrō) with Design of Flowering Chrysanthemums with Brocade Borders,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Inrō,,1374
Case (Inrō) with Design of a Flowering Cherry Tree,17th - 20th Century,Japan,36.204824,138.252924,East Asia and Pacific,Inrō,,1374
Case (Inrō) with Design of Two Horses Beneath Flowering Cherry Tree,17th - 19th Century,Japan,36.204824,138.252924,East Asia and Pacific,Inrō,,1374
