Title,Country,Period,Classification
Design for a Chair Back Cover with a Squatting Half-Human Grotesque Figure Inside an Ornamental Frame Made of Two Cornucopias Holding Bundles of Leaves and Fruits and Scrolls of Leaves and Flowers,Null,Date Unknown,Drawings
Design for a Panel or Wallpaper (?) with an Ornamental Frame with Scrolls and a Shell Decorated with Garlands and Bundles of Flowers and Fruits and a Monogrammed Oval Frame,Null,Date Unknown,Drawings
Design for a Chair Back Cover with an Oval-Shaped Ornamental Frame with a Kneeling Woman and a Playful Putto Surrounded by Garlands of Leaves and Flowers and Scrolling Acanthus Leaves Inside a Larger Ornamental Frame,Null,Date Unknown,Drawings
"Plate 78: Single flowered thorn, from ""A New Book of Chinese Designs""",England,Date Unknown,Books
Textile Design with Paisley Motifs and Garlands of Berry Sprays and Stylized Flowers,Null,Date Unknown,Drawings
"Friezes with Birds, Flowers and Meandering Wreaths and Scrolls (7)",Null,Date Unknown,Prints
From Flowers album cards (W213),Null,Date Unknown,Prints
"Friezes with Birds, Flowers and Meandering Wreaths and Scrolls (4)",Null,Date Unknown,Prints
"Basket of Flowers, Titlepage to the 'Book of Several Baskets of Flowers' (Livre de Plusieurs Corbeilles de Fleurs (...))",Null,Date Unknown,Prints
Pheasants among Trees: Flowers of the Four Seasons,Japan,14th - 16th Century,Paintings
"[Flower Arrangement with Tulips, Alongside Ceramic Bird]",Null,Date Unknown,Photographs
"The Flowers that Bloom in the Spring, from the Illustrated Songs series (N116) issued by W. Duke, Sons & Co. to promote Honest Long Cut Tobacco",Null,Date Unknown,Prints
Flowers Hotel Porch Pasa Caballos Cuba 1959,Null,Date Unknown,Drawings
Flowers Hotel Porch Pasa Caballos Cuba,Null,Date Unknown,Drawings
[Sir William Henry Flower],Null,Date Unknown,Photographs
Flowers in Vase,Null,Date Unknown,Prints
Flowers of Westport,Null,Date Unknown,Prints
Still Life with Apples and Flowers,Null,Date Unknown,Prints
Detail of Mise-en-carte for Woven Brocade with a Bouquet with Flowers and Pearls,Null,Date Unknown,Drawings
Mise-en-carte and Sample for a Taffeta Rayé Broché with Vertical Stripes with Garlands and Bundles with Flowers and Leaves,Null,Date Unknown,Drawings
Design for Embroidered or Woven Textile with Red Stylized Flowers,Null,Date Unknown,Drawings
“Sixth Month” from Fujiwara no Teika’s “Birds and Flowers of the Twelve Months”,Japan,17th - 19th Century,Paintings
Box decorated with flowers and clouds,Korea,14th - 20th Century,Lacquer
"Embroidery Design for a Waistcoat with Garlands of Fruits, Flowers and Leaves",Null,Date Unknown,Drawings
From Flowers album cards (W213),Null,Date Unknown,Prints
"Friezes with Birds, Flowers and Meandering Wreaths and Scrolls (3)",Null,Date Unknown,Prints
Gold beads with lotus flowers and circular bosses,Greece,5th - 4th Century BCE,Gold and Silver
Textile Design with Bundles of Stylized Flowers inside Flower-Shaped Frames and Large Stylized Flowers Over a Background with Small Floral Motifs,Null,Date Unknown,Drawings
Designs for a brooch with a bundle of flowers and leaves,Null,Date Unknown,Albums
Ornamental designs for Point d'Alençon lace with thin garlands of stylized flowers and leaves,France,Date Unknown,Books
[Fashion Study of Woman Leaning Against Table with Flowers],Null,Date Unknown,Photographs
Conucopia with Flowers,Germany,Date Unknown,Prints
Flowers,Germany,Date Unknown,Prints
[Flowers in Vases with birds and insects],Italy,Date Unknown,Books
The Hat Pinned with Flowers,Null,Date Unknown,Prints
"Pink and white flowers, bakery card from the Picture Cards series (D63), issued by The Cleveland Bakery",Null,Date Unknown,Prints
Bird on Ground Beside Two Blooming Flowers,China,17th - 20th Century,Paintings
Copy in oils of a wall painting: Girl with flowers,Null,Date Unknown,Not Assigned
"Girls Entertained by Performers, from the illustrated book Flowers of the Four Seasons",Japan,17th - 19th Century,Prints
Saucer with Bird-and-Flower Design and Basketry Exterior,Japan,17th - 19th Century,Ceramics
A Thousand Flowers (Tausendblumen),Null,Date Unknown,Wallpaper
A Thousand Flowers (Tausendblumen),Null,Date Unknown,Wallpaper
A Thousand Flowers (Tausendblumen),Null,Date Unknown,Wallpaper
A Thousand Flowers (Tausendblumen),Null,Date Unknown,Wallpaper
A Thousand Flowers (Tausendblumen),Null,Date Unknown,Wallpaper
A Thousand Flowers (Tausendblumen),Null,Date Unknown,Wallpaper
New Book of Trophies of Flowers and Foreign Fruit,France,Date Unknown,Books
Flowers (plate 33),Null,Date Unknown,Prints
Flowers (plate 28),Null,Date Unknown,Prints
Flowers (plate 36),Null,Date Unknown,Prints
Flowers (plate 29),Null,Date Unknown,Prints
Flowers (plate 37),Null,Date Unknown,Prints
Flowers (plate 34),Null,Date Unknown,Prints
Flowers (plate 30),Null,Date Unknown,Prints
Flowers (plate 31),Null,Date Unknown,Prints
Flowers (plate 35),Null,Date Unknown,Prints
Flowers (plate 32),Null,Date Unknown,Prints
Virgin in Oval Frame with Flowers,Null,Date Unknown,Prints
Christ in Oval Frame with Flowers,Null,Date Unknown,Prints
"Vignette with a Medal depicting Harpocrate and Lotus Flowers, Volume I, Page 12, from Description des Principales Pierres gravées du Cabinet de S.A.S. Monseigneur le Duc d'Orléans Premier Prince du sang. A Paris chez M. l'abbé de la Chau au Palais-Royal M. l'abbé Le Blond au collége Mazarin Et chez Pissot, libraire, quai des Augustins",Null,Date Unknown,Prints
"Blackwork Designs with Birds and Insects, Plate 2 from a Series of Blackwork Ornaments combined with figures, birds, animals and flowers",Null,Date Unknown,Albums
"Blackwork Designs with Birds and Insects, Plate 7 from a Series of Blackwork Ornaments combined with Figures, Birds, Animals and Flowers",Null,Date Unknown,Albums
"Blackwork Designs with Various Mammals and Birds, Plate 5 from a Series of Blackwork Ornaments combined with Figures, Birds, Animals and Flowers",Null,Date Unknown,Albums
"Blackwork Designs with Putti and Felines, Plate 8 from a Series of Blackwork Ornaments combined with Figures, Birds, Animals and Flowers",Null,Date Unknown,Albums
"Plate 581 - Povi-Tamu (""Flower Morning"") - San Ildefonso",Null,Date Unknown,Photographs
Flowers and Birds,China,17th - 20th Century,Paintings
Young Girl with Flowers,Null,Date Unknown,Prints
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flower, Plant and Landscape Sketches from Life",Null,Date Unknown,Paintings
"Flowering Apple Tree, Middletown, New Jersey",Null,Date Unknown,Photographs
"[Family Group: Father Holding Open Book, Mother Holding Paper Scroll, Daughters Holding Flowers]",Null,Date Unknown,Photographs
"Actress wearing flowered bodice with pink ribbon bow, from Stars of the Stage, First Series (N129) issued by W. Duke, Sons & Co. to promote Honest Long Cut Tobacco",Null,Date Unknown,Prints
"Actress wearing pink flowers on bodice, from Stars of the Stage, First Series (N129) issued by W. Duke, Sons & Co. to promote Honest Long Cut Tobacco",Null,Date Unknown,Prints
"Actress wearing elaborate hat with flowers, from Stars of the Stage, Third Series (N131) issued by Duke Sons & Co. to promote Honest Long Cut Tobacco",Null,Date Unknown,Prints
"Actress wearing hat embellished with ribbon and flowers, from Stars of the Stage, Third Series (N131) issued by Duke Sons & Co. to promote Honest Long Cut Tobacco",Null,Date Unknown,Prints
"Blonde actress wearing petite straw-brimmed cap decorated with white flowers, from Stars of the Stage, Third Series (N131) issued by Duke Sons & Co. to promote Honest Long Cut Tobacco",Null,Date Unknown,Prints
"[Actress lounging while holding bouquet of flowers], from the Actors and Actresses series (N145-8) issued by Duke Sons & Co. to promote Duke Cigarettes",Null,Date Unknown,Photographs
"Actress wearing hat with pink flowers and blue bow, from Stars of the Stage, Fourth Series (N132) issued by Duke Sons & Co. to promote Honest Long Cut Tobacco",Null,Date Unknown,Prints
Time Flowers,Null,Date Unknown,Prints
"The Virgin and Child seated on a pedestal at center, to the right a monk offers a flower, and in the foreground a saint kneels before them while Saint Lawrence rests his hands on a gridiron; from 'Recueil d'estampes d'après les plus beaux tableaux et d'après les plus beaux desseins qui sont en France, Cabinet Crozat' after a drawing by Pietro Antonio de' Pietri",Null,Date Unknown,Prints
"Actress in profile wearing wide brimmed straw hat decorated with flowers, from Stars of the Stage, Third Series (N131) issued by Duke Sons & Co. to promote Honest Long Cut Tobacco",Null,Date Unknown,Prints
"[Actress wearing gown decorated with flowers], from the Actors and Actresses series (N145-8) issued by Duke Sons & Co. to promote Duke Cigarettes",Null,Date Unknown,Photographs
Girl standing to the right holding flowers,Null,Date Unknown,Prints
"Actress holding bouquet of flowers, from the Actresses series (N246), Type 2, issued by Kinney Brothers to promote Sporting Extra Cigarettes",Null,Date Unknown,Photographs
The Hat Pinned with Flowers and the Bather,Null,Date Unknown,Prints
Rincean with flowers and six additional variously shaped ornamental designs,Null,Date Unknown,Books
Parrots in Flowering Tree,China,14th - 19th Century,Paintings
Flowering Branch (magnolia and prunus) and Birds in Snow,China,14th - 19th Century,Paintings
"Frieze with Mammals, Insects, a Lizard, and Flowers",Null,Date Unknown,Prints
Arabesque with Two Flowers on Dotted Background,Null,Date Unknown,Prints
Plate 5: Ornamental Design with Flowers and Animals,Null,Date Unknown,Prints
Plate 3: Ornamental Design with Insects and Flowers,Null,Date Unknown,Prints
Pegasus Fed Flowers by a Muse,Null,Date Unknown,Prints
Textile Design with Red and Green Flowers,Null,Date Unknown,Drawings
Flowers and Berries,Null,Date Unknown,Prints
"Woman wearing hat with flowers and feathers, from the Novelties series (N228, Type 2) issued by Kinney Bros.",Null,Date Unknown,Prints
Design for a ceiling with putti and a flowered balustrade,Null,Date Unknown,Drawings
Bunte Blumen (Colorful Flowers),Null,Date Unknown,Books
Andrews' Drawing Book of Flowers,Null,Date Unknown,Books
"Album of Fan-Shaped Paintings of Figures, Birds and Flowers",Japan,17th - 19th Century,Paintings
"Blackwork Designs with Acrobats, Butterflies and Other Insects, Plate 3 from a Series of Blackwork Ornaments combined with Figures, Birds, Animals and Flowers",Null,Date Unknown,Albums
The Intelligence of the Flowers,Null,Date Unknown,Books
Daphnis and Chloe Picking Flowers,Null,Date Unknown,Prints
Landscapes and Flowers,China,14th - 20th Century,Paintings
Urn with flowers and hanging foliage (card design),Null,Date Unknown,Drawings
Bouquet of star-shaped flowers (card design),Null,Date Unknown,Drawings
Red Flowers and Green Leaves,Null,Date Unknown,Prints
Untitled (Yellow and Black Vase With Flowers),Null,Date Unknown,Prints
Christmas/New Year Greeting Card: Woman in Flowering Wood,Null,Date Unknown,Prints
The Hat Pinned with Flowers (Le Chapeau Épinglé),Null,Date Unknown,Prints
Vermont Drawing Book of Flowers,Null,Date Unknown,Books
Enfants Cueillant des Fleurs (Children Picking Flowers),Null,Date Unknown,Prints
Flora's Feast: A Masque of Flowers,England,Date Unknown,Books
[Bride Holding Flowers Posed in Front of Painted Backdrop],Null,Date Unknown,Photographs
