File,_ - accession_number,_ - artist,_ - title,_ - country,_ - dated,_ - description,_ - id,_ - style,_ - classification
100514.json,2007.36.1,Manufacturer: William Fairbourne and Sons,"Coffee pot, from a four-piece coffee and tea set",England,c. 1875,"angular design--angular handle and top knob; pointed shoulder; tall neck; flat top; two ivory rings on handle; decorated with Asian-style designs of cranes, bamboo, fan shapes, the moon and flowers",http://api.artsmia.org/objects/100514,19th century, Metalwork
100515.json,2007.36.2,Maker: William Fairbourne and Sons,"Teapot, from a four-piece coffee and tea set",England,c. 1875,"angular design--angular handle and top knob; pointed shoulder; flat top; two ivory rings on handle; decorated with Asian-style designs of cranes, bamboo, fan shapes, the moon and flowers",http://api.artsmia.org/objects/100515,19th century, Metalwork
100516.json,2007.36.3,Maker: William Fairbourne and Sons,"Sugar bowl, from a four-piece coffee and tea set",England,c. 1875,"angular design--pair of angular handles; pointed shoulder; wide mouth; decorated with Asian-style designs of cranes, bamboo, fan shapes, the moon and flowers",http://api.artsmia.org/objects/100516,19th century, Metalwork
100517.json,2007.36.4,Maker: William Fairbourne and Sons,"Creamer, from a four-piece coffee and tea set",England,c. 1875,"angular design--angular handle and spout; pointed shoulder; decorated with Asian-style designs of cranes, bamboo, fan shapes, the moon and flowers",http://api.artsmia.org/objects/100517,19th century, Metalwork
100518.json,2007.58.1,Designer: Possibly by Christopher Dresser; Manufacturer: Hukin &amp; Heath,"Punch or salad bowl, from a three-piece set",England,c. 1887,"flower-form bowl; three-dimensional stem with leaves, buds and flowers twines around bottom to form foot",http://api.artsmia.org/objects/100518,19th century, Metalwork
100519.json,2007.58.2,Designer: Possibly by Christopher Dresser; Maker: Hukin &amp; Heath,"Ladle, from a three-piece set",England,c. 1887,"bowl in the form of a flower; long, thin, stem-like handle; three-dimensional bud and small leaf at top of handle",http://api.artsmia.org/objects/100519,19th century, Metalwork
100532.json,2006.53.1,Photographer: Jerome Liebling,"Miner's Wife, Hibbing Minnesota",United States,1983,woman looking out a screen door; woman wears blue-flowered blouse and polka-dotted apron,http://api.artsmia.org/objects/100532,20th century, Photographs
100539.json,2007.29.1,Photographer: Cy DeCosse,"Anemone, Lily of the Field",United States,2005,"close-up of open flower and top of stem; flower is grey/purple, stem and leaves are green",http://api.artsmia.org/objects/100539,21st century, Photographs
100540.json,2007.29.2,Photographer: Cy DeCosse,"Anemone, Lily of the Field",United States,2005,close-up of open flower and top of stem; bottom edge of sheet deckled,http://api.artsmia.org/objects/100540,21st century, Photographs
100595.json,2007.35.186,Photographer: August Sander,"Peasant Couple, Germany",Germany,c. 1928,"old woman at right, spinning at a wheel, with an old man seated to her right, in the corner of a room with flowered wallpaper",http://api.artsmia.org/objects/100595,20th century, Photographs
100627.json,2007.35.216,Photographer: George A. Tice,"Mennonite Woman, Pennsylvania",United States,1968,three-quarter length portrait of a woman in a flower print dress; wearing glasses; looking left,http://api.artsmia.org/objects/100627,20th century, Photographs
100754.json,2007.35.232,Photographer: Brett Weston,Hawaii,United States,1926-1993,various kinds of leaves and a few small flowers lower right corner,http://api.artsmia.org/objects/100754,20th century, Photographs
100793.json,2007.35.273,Photographer: Paul Caponigro,"Sunflowers, Millerton, New York",United States,1969 (printed 1992),"pitcher of sunflowers; white bottom 2/3, dark top",http://api.artsmia.org/objects/100793,20th century, Photographs
100871.json,2008.41.11,,Shawl,India,c. 1970,"dark pink with rows of nearly identical pink, yellow, blue, green, and white embroidered flowers",http://api.artsmia.org/objects/100871,20th century, Textiles
100880.json,2008.41.20,Printer: Brigitte Singh,Panel,India,2005,pink and orange flowers and green foliage pattern throughout; red border,http://api.artsmia.org/objects/100880,21st century, Textiles
100898.json,2007.35.330,Photographer: Brett Weston,"Old Adobe, Mariposa, California",United States,1954,"white wall with black window(?); chipped and broken adobe, exposed brick below window; low flowers in foreground",http://api.artsmia.org/objects/100898,20th century, Photographs
100910.json,2006.101,Artist: Angelique Merasty,Bitten Pattern,Canada,20th century,"small piece of birch bark (pink on one side, white on back) with flower-like design in brown; framed with glazing on both sides",http://api.artsmia.org/objects/100910,20th century," Tools, Equipment and Utilitarian Objects"
100938.json,2006.85.4,Photographer: Alec William Soth,Bonanza Motel,United States,2005,black pickup parked in front of an inner corner of a two-story motel; basketball hoop behind pickup; boxes of red and white flowers on second story railings,http://api.artsmia.org/objects/100938,21st century, Photographs
100940.json,2006.77.9,,Baby's hat,China,Date Unknown,"in the form of an abstract fish with back fins, floral eyes, white scales and flower forms on tailfins; black ground; white embroidered floral band around forehead",http://api.artsmia.org/objects/100940,, Accessories
100942.json,2006.77.11,,Woman's hat,China,Date Unknown,"pointed in front; arcing ""tails""; black ground embroidered in multicolors with large flower form on front, flanked by predominately pink birds and dragons; concentric circle design on crown; flowers and birds on back; pink pompon on back, top; long black tassel on each side with three beads at top of each; pink and white printed lining",http://api.artsmia.org/objects/100942,, Accessories
100948.json,2006.77.12a-d,,Pair of shoes for bound feet,China,Date Unknown,"two-part slippers; inner slippers of black silk with pink flowers on toes, blue and gold rickrack and red heel trim; outer heel cup of red silk with purple trim and embroidered fish (or insects?) on each side",http://api.artsmia.org/objects/100948,, Accessories
100972.json,2006.100.7,,Bag,Tajikistan or Uzbekistan,late 19th-early 20th century,"small pouch; brown looped trim with brown cord and orange pompon; embroidered geometricized flowers and zigzag borders in orange, black and cream on maroon ground; (chain stich, feather stitch)",http://api.artsmia.org/objects/100972,19th-20th century, Textiles
100976.json,2006.100.11,,Shoulder cloth,Laos,c. 1950,"black ground; orange tassels; orange, red and olive green woven geometric design with flower and geometric borders",http://api.artsmia.org/objects/100976,20th century, Textiles
100981.json,2006.100.16,,Tunic,,Date Unknown,very large; purple with pink trim; bright multicolored embroidery on sleeve trims and lower portion; organic floriform motifs; flower insets under arms; yellow yarn medallion on sleeve cuff interior of each arm,http://api.artsmia.org/objects/100981,, Textiles
100982.json,2006.100.17,,Kanchli (or bra),India,c. 1925,"short gauzy yellow blouse with short sleeves; open back with green tie at neck; multicolored flowers, dots and X's woven into fabric; silver appliquéd dots and silver, purple and orange sleeve trim",http://api.artsmia.org/objects/100982,20th century, Textiles
100983.json,2006.100.18,,Veil,India,early 20th century,"gauzy, tie-dyed fabric; red borders with birds, figures on horseback, trees and flowers in multicolored circles; central pink rectangle with one large red medallion and four small medallions; gold metallic and purple trim",http://api.artsmia.org/objects/100983,20th century, Textiles; Accessories
100985.json,2006.68.1,"Designer: George Washington Maher; Manufacturer: Gorham Manufacturing Company; Retailer: Spaulding &amp; Company, Chicago, Illinois","Dinner knife, from a twelve-piece place setting",United States,1912,spatulate-shaped blade; handle decorated with long-stemmed lilies with two flowers and two buds and EKG monogram,http://api.artsmia.org/objects/100985,20th century, Metalwork
100986.json,2006.100.20,,Skirt panels,India,late 19th century,"two horizontal panels sewn together; black with yellow and salmon-colored embroidery; cone-shaped, flower-like designs, quadrupeds and figures seated on quadrupeds; mirror accents",http://api.artsmia.org/objects/100986,19th century, Textiles
100987.json,2006.100.21,,Skirt,India,1960s-1970s,thick red fabric embroidered in multicolors with human forms alternating with flower forms and other bands of primarily floral motifs; birds and flowers in bottom band; peacocks in top band of body; mirrors; tie at waist,http://api.artsmia.org/objects/100987,20th century, Textiles
100994.json,2006.100.28,,Chapan,Uzbekistan,Date Unknown,"long coat with short side vents; maroon, green, blue and white ikat; red, black, white and blue trim; lined predominately in pink leaf, flower and dot print; heavily lined/padded",http://api.artsmia.org/objects/100994,, Textiles
101014.json,2006.100.48,,Woman's Blouse,Guatemala,20th century,"three panels sewn together forming a sleeveless blouse with square neckline; red with grey stripes; decorated with multicolored geometericized flowers and quadrupeds; shoulders, and chest and upper back panels, decorated with predominately red diamond and diagonal line designs",http://api.artsmia.org/objects/101014,20th century, Textiles; Clothing
101019.json,2006.100.53,,Ceremonial candle tzute,Guatemala,c. 1970,small panel in bright multicolored threads; red ground; two yellow and blue birds on branches with pink roses and purple pansies; band of leaves; blue flower scrolls and multicolored organic band; stripes at sides,http://api.artsmia.org/objects/101019,20th century, Textiles
101025.json,2006.100.59,,Ilgich,,19th century,"square panel; brown felt with multicolored (predominately red) embroidery of floral and sunburst motifs with central medallion and four corner medallions; predominately red and white knit scroll trim with multicolored fringe; crocheted trim at top; red and grey printed paisley, star and flower backing",http://api.artsmia.org/objects/101025,19th century, Textiles
101026.json,2006.100.60,,Tent band,Kyrgyzstan,late 19th-early 20th century,"black velvet body with red felt trim; embroidered with predominately purple and red repeating organic designs; tan striped, and purple and white flower print backing",http://api.artsmia.org/objects/101026,19th-20th century, Textiles
101034.json,2007.35.356,Photographer: André Kertész,"Chez Mondrian, Paris",United States,1926,room interior; vase on table in sight with flower and bud inside; straw hat on wood structure behind table; stairway with iron rail visible through doorway,http://api.artsmia.org/objects/101034,20th century, Photographs
101042.json,2006.68.2,"Designer: George Washington Maher; Manufacturer: Gorham Manufacturing Company; Retailer: Spaulding &amp; Company, Chicago, Illinois","Luncheon knife, from a twelve-piece place setting",United States,1912,spatulate-shaped blade; handle decorated with long-stemmed lilies with two flowers and two buds and EKG monogram,http://api.artsmia.org/objects/101042,20th century, Metalwork
